WeekOfYear,RankThisWeek,RankKastWeek,Title,Studio,Revenue(USD),NumOfTheaters,ReleaseWeek
6,60,64,Janis: Little Girl Blue,FR,12459,4,11
6,61,69,Heart of a Dog,Abr.,10733,4,16
6,62,49,Aferim!,BWP,9784,3,3
6,63,,The Club,MBox,9544,2,1
6,64,,Southbound,Orch.,9465,4,1
6,65,86,River of Fundament,ICir,7045,2,10
6,66,53,Theeb,FM,6874,12,14
6,67,56,"Rabin, the Last Day",KL,6523,2,2
6,68,73,Island of Lemurs: Madagascar (IMAX),WB,6392,6,97
6,69,76,Born to Be Wild (IMAX),WB,6349,5,236
6,70,62,The Treasure,SDS,4791,4,5
6,71,71,Under the Sea 3D,WB,4676,2,349
6,72,78,Hitchcock/Truffaut,Cohen,4560,6,10
6,73,58,Requiem for the American Dream,TFC,4121,2,2
6,74,54,Caged No More,Free,3569,1,3
6,75,59,Chimes at Midnight (2016 re-release),Jan.,3420,2,6
6,76,94,The Winding Stream,Argo.,3413,2,8
6,77,75,Jafar Panahi's Taxi,KL,3080,3,19
6,78,55,Burnt,Wein.,3019,13,15
6,79,84,Troublemakers: The Story of Land Art,FRun,2386,3,5
6,80,65,Grandma (2015),SPC,2217,6,25
6,81,77,Labyrinth of Lies,SPC,1933,6,19
6,82,57,In the Shadow of Women,Distrib.,1926,2,4
6,83,72,Remember,EOne,1797,3,17
6,84,81,Space Station 3-D (IMAX),Imax,1728,3,686
6,85,92,Deep Sea 3D (IMAX),WB,1647,1,478
6,86,74,Truth,SPC,1514,2,17
6,87,97,To the Arctic (IMAX),WB,1415,1,177
6,88,90,Trust Fund,Trans,1149,1,5
6,89,,Arabian Nights: Volume 1 - The Restless One,KL,1124,3,8
6,90,61,Wazir,Relbig.,1114,3,5
6,91,70,Journey to the South Pacific,Imax,984,2,100
6,92,82,Anesthesia,IFC,866,6,5
6,93,89,Woodlawn,PFR,813,2,17
6,94,63,Sembene!,KL,724,1,8
6,95,88,Yosemite,Mont.,406,1,6
6,96,,Arabian Nights: Volume 2 - The Desolate One,KL,383,3,7
6,97,91,Mojave,A24,341,3,3
6,98,98,Arabian Nights: Volume 3 - The Enchanted One,KL,172,3,6
7,1,,Deadpool,Fox,180394887,3558,1
7,2,1,Kung Fu Panda 3,Fox,30342197,3844,3
7,3,,How to Be Single,WB (NL),23543633,3343,1
7,4,,Zoolander 2,Par.,18218011,3394,1
7,5,4,Star Wars: The Force Awakens,BV,9161331,1810,9
7,6,3,The Revenant,Fox,9051951,2266,8
7,7,2,"Hail, Caesar!",Uni.,8748175,2248,2
7,8,5,The Choice,LGF,6807927,2631,2
7,9,8,Ride Along 2,Uni.,5754245,1564,5
7,10,10,The Boy (2016),STX,4058391,1450,4
7,11,7,The Finest Hours,BV,3935423,1794,3
7,12,11,The 5th Wave,Sony,3824496,1444,4
7,13,6,Pride and Prejudice and Zombies,SGem,3515653,2931,2
7,14,9,Dirty Grandpa,LGF,2965553,1612,4
7,15,12,13 Hours: The Secret Soldiers of Benghazi,Par.,2128663,932,5
7,16,14,The Big Short,Par.,1915904,535,10
7,17,16,Brooklyn,FoxS,1641848,495,15
7,18,15,Daddy's Home,Par.,1453341,532,8
7,19,,Where to Invade Next,Drft.,1426870,308,1
7,20,17,Spotlight,ORF,1074159,455,15
7,21,13,Fifty Shades of Black,ORF,895968,485,3
7,22,21,The Lady in the Van,SPC,893775,130,11
7,23,19,45 Years,IFC,815185,236,8
7,24,31,The Good Dinosaur,BV,765576,277,12
7,25,18,Room,A24,698041,316,18
7,26,20,2016 Oscar Nominated Short Films,Shrts.,636666,225,3
7,27,25,Alvin and the Chipmunks: The Road Chip,Fox,541234,277,9
7,28,,Fitoor,UTV,459625,147,1
7,29,35,The Hunger Games: Mockingjay - Part 2,LGF,440702,245,13
7,30,26,Carol,Wein.,264181,141,13
7,31,28,The Monkey King 2 in 3D,CL,260422,33,2
7,32,23,Ip Man 3,WGUSA,246577,51,4
7,33,22,The Hateful Eight,Wein.,221924,151,8
7,34,29,Creed,WB (NL),208601,148,12
7,35,24,Joy,Fox,199991,173,8
7,36,33,Norm of the North,LGF,172712,188,5
7,37,27,Sisters,Uni.,170800,178,9
7,38,34,The Danish Girl,Focus,150735,88,12
7,39,,The Little Prince,EOne,149971,52,1
7,40,32,Anomalisa,Par.,122604,72,7
7,41,37,The Martian,Fox,122027,108,20
7,42,40,Son of Saul,SPC,114210,50,9
7,43,41,Bridge of Spies,BV,93137,89,18
7,44,,Dough,Men.,88277,9,1
7,45,38,Point Break (2015),WB,84736,118,8
7,46,39,Concussion (2015),Sony,81099,56,8
7,47,44,The Peanuts Movie,Fox,78907,89,15
7,48,36,The Forest,Focus,74957,63,6
7,49,50,Hubble 3D,WB,72000,9,296
7,50,46,Trumbo (2015),BST,66427,57,15
7,51,43,Spectre,Sony,49518,47,15
7,52,49,Goosebumps,Sony,49177,81,18
7,53,47,Mustang,Cohen,46250,28,13
7,54,52,Youth,FoxS,42172,29,11
7,55,,Ingrid Bergman: In Her Own Words,Rialto,40325,13,14
7,56,45,Tumbledown,SM,35553,50,2
7,57,56,Rams (Hr偀ar),Cohen,32646,6,2
7,58,,Touched with Fire,RAtt.,26100,6,1
7,59,51,Hotel Transylvania 2,Sony,26046,35,21
7,60,,The New Year's Eve of Old Lee,CL,23989,6,1
7,61,61,Heart of a Dog,Abr.,22024,6,17
7,62,,Already Tomorrow in Hong Kong,Grav.,20497,11,1
7,63,55,Boy and the World,GK,17830,19,10
7,64,,Until Forever,Linn,16609,5,1
7,65,,Beauty and the Beast (2016 re-issue),Jan.,15606,1,1
7,66,,A War,Magn.,15139,6,1
7,67,71,Under the Sea 3D,WB,14420,3,352
7,68,,Embrace of the Serpent,Osci.,11209,2,-
7,69,66,Theeb,FM,9865,14,15
7,70,,Mountains May Depart,KL,9560,1,1
7,71,63,The Club,MBox,9410,4,2
7,72,60,Janis: Little Girl Blue,FR,8531,3,12
7,73,,Providence,MS,8182,7,1
7,74,68,Island of Lemurs: Madagascar (IMAX),WB,7164,6,98
7,75,54,A Melody to Remember,CJ,6629,4,3
7,76,72,Hitchcock/Truffaut,Cohen,6050,4,11
7,77,75,Chimes at Midnight (2016 re-release),Jan.,6023,1,7
7,78,59,Macbeth (2015),Wein.,5751,9,11
7,79,62,Aferim!,BWP,5496,3,4
7,80,85,Deep Sea 3D (IMAX),WB,5099,3,481
7,81,30,Jane Got a Gun,Wein.,4410,8,3
7,82,82,In the Shadow of Women,Distrib.,4288,4,5
7,83,81,Labyrinth of Lies,SPC,3620,4,20
7,84,48,Regression,W/Dim.,3334,7,2
7,85,69,Born to Be Wild (IMAX),WB,2982,7,238
7,86,70,The Treasure,SDS,2931,1,6
7,87,58,Eisenstein in Guanajuato,Strand,2880,2,2
7,88,87,To the Arctic (IMAX),WB,2864,2,180
7,89,65,River of Fundament,ICir,2733,1,11
7,90,84,Space Station 3-D (IMAX),Imax,2049,3,689
7,91,92,Anesthesia,IFC,2018,3,6
7,92,80,Grandma (2015),SPC,1856,2,26
7,93,,On War,Indic.,1432,1,5
7,94,,Of Mind and Music,Mont.,1371,1,1
7,95,94,Sembene!,KL,1278,3,10
7,96,67,"Rabin, the Last Day",KL,1244,1,3
7,97,83,Remember,EOne,1201,2,18
7,98,,In Jackson Heights,Zipp.,1034,2,15
7,99,77,Jafar Panahi's Taxi,KL,664,2,20
7,100,91,Journey to the South Pacific,Imax,564,2,101
7,101,89,Arabian Nights: Volume 1 - The Restless One,KL,465,1,11
7,102,96,Arabian Nights: Volume 2 - The Desolate One,KL,418,1,9
7,103,95,Yosemite,Mont.,402,1,7
7,104,98,Arabian Nights: Volume 3 - The Enchanted One,KL,333,3,8
7,105,,No Home Movie,Icar.,218,1,-
7,106,79,Troublemakers: The Story of Land Art,FRun,216,1,6
8,1,1,Deadpool,Fox,73744122,3722,2
8,2,,Risen,Sony,15703747,2915,1
8,3,2,Kung Fu Panda 3,Fox,14850775,3448,4
8,4,,The Witch,A24,11608529,2046,1
8,5,3,How to Be Single,WB (NL),10927233,3357,2
8,6,,Race (2016),Focus,9589622,2369,1
8,7,4,Zoolander 2,Par.,6892458,3418,2
8,8,6,The Revenant,Fox,5389919,1939,9
8,9,5,Star Wars: The Force Awakens,BV,5195589,1618,10
8,10,7,"Hail, Caesar!",Uni.,3659665,1726,3
8,11,9,Ride Along 2,Uni.,2701005,1210,6
8,12,8,The Choice,LGF,2371489,1817,3
8,13,22,The Lady in the Van,SPC,2329885,540,12
8,14,10,The Boy (2016),STX,1728301,977,5
8,15,12,The 5th Wave,Sony,1600936,850,5
8,16,11,The Finest Hours,BV,1456590,946,4
8,17,,The Mermaid (Mei ren yu),Sony,1346253,35,1
8,18,16,The Big Short,Par.,1263111,432,11
8,19,17,Brooklyn,FoxS,1176526,443,16
8,20,,Busco Novio Para Mi Mujer,PNT,1120356,357,1
8,21,14,Dirty Grandpa,LGF,965468,789,5
8,22,15,13 Hours: The Secret Soldiers of Benghazi,Par.,879538,601,6
8,23,20,Spotlight,ORF,805450,401,16
8,24,,Neerja,FIP,797867,73,1
8,25,19,Where to Invade Next,Drft.,793563,275,2
8,26,18,Daddy's Home,Par.,730052,408,9
8,27,25,Room,A24,644590,352,19
8,28,23,45 Years,IFC,490023,251,9
8,29,24,The Good Dinosaur,BV,476879,264,13
8,30,13,Pride and Prejudice and Zombies,SGem,411578,476,3
8,31,26,2016 Oscar Nominated Short Films,Shrts.,388232,260,4
8,32,27,Alvin and the Chipmunks: The Road Chip,Fox,330026,253,10
8,33,21,Fifty Shades of Black,ORF,277985,237,4
8,34,34,Creed,WB (NL),253277,248,13
8,35,29,The Hunger Games: Mockingjay - Part 2,LGF,250714,215,14
8,36,30,Carol,Wein.,181746,101,14
8,37,36,Norm of the North,LGF,154954,225,6
8,38,51,Spectre,Sony,154675,340,16
8,39,42,Son of Saul,SPC,127844,75,10
8,40,35,Joy,Fox,121459,124,9
8,41,32,Ip Man 3,WGUSA,120633,35,5
8,42,39,The Little Prince,EOne,120432,59,2
8,43,33,The Hateful Eight,Wein.,118718,88,9
8,44,48,The Forest,Focus,117863,121,7
8,45,37,Sisters,Uni.,113730,149,10
8,46,38,The Danish Girl,Focus,104736,72,13
8,47,58,Touched with Fire,RAtt.,100571,67,2
8,48,40,Anomalisa,Par.,78982,45,8
8,49,68,Embrace of the Serpent,Osci.,77733,3,1
8,50,31,The Monkey King 2 in 3D,CL,76047,19,3
8,51,44,Dough,Men.,68527,9,2
8,52,28,Fitoor,UTV,66970,63,2
8,53,49,Hubble 3D,WB,60609,13,298
8,54,41,The Martian,Fox,60005,75,21
8,55,43,Bridge of Spies,BV,53318,244,19
8,56,53,Mustang,Cohen,46830,25,14
8,57,46,Concussion (2015),Sony,43032,45,9
8,58,45,Point Break (2015),WB,36074,61,9
8,59,50,Trumbo (2015),BST,35542,31,16
8,60,66,A War,Magn.,33514,18,2
8,61,74,Island of Lemurs: Madagascar (IMAX),WB,32277,7,99
8,62,54,Youth,FoxS,25853,15,12
8,63,59,Hotel Transylvania 2,Sony,24881,54,22
8,64,47,The Peanuts Movie,Fox,21718,48,16
8,65,85,Born to Be Wild (IMAX),WB,21149,5,240
8,66,71,The Club,MBox,15932,14,3
8,67,63,Boy and the World,GK,15684,23,11
8,68,56,Tumbledown,SM,13060,5,3
8,69,,City of Women (2016 re-issue),Cohen,12516,1,1
8,70,69,Theeb,FM,11981,15,16
8,71,57,Rams (Hr偀ar),Cohen,10935,6,3
8,72,,We Are Twisted F***ing Sister!,MBox,8277,8,1
8,73,64,Until Forever,Linn,7555,7,2
8,74,78,Macbeth (2015),Wein.,7319,10,12
8,75,70,Mountains May Depart,KL,7136,1,2
8,76,99,Jafar Panahi's Taxi,KL,6329,4,21
8,77,65,Beauty and the Beast (2016 re-issue),Jan.,6106,3,2
8,78,,Requiem for the American Dream,TFC,5761,3,4
8,79,98,In Jackson Heights,Zipp.,5745,3,16
8,80,55,Ingrid Bergman: In Her Own Words,Rialto,5479,5,15
8,81,87,Eisenstein in Guanajuato,Strand,5458,5,3
8,82,67,Under the Sea 3D,WB,4904,3,354
8,83,90,Space Station 3-D (IMAX),Imax,3804,3,691
8,84,79,Aferim!,BWP,3800,5,5
8,85,77,Chimes at Midnight (2016 re-release),Jan.,3685,2,8
8,86,80,Deep Sea 3D (IMAX),WB,3521,2,483
8,87,61,Heart of a Dog,Abr.,3012,6,18
8,88,,The Summer of Sangaile,Strand,2534,2,11
8,89,97,Remember,EOne,2133,4,19
8,90,81,Jane Got a Gun,Wein.,1990,6,4
8,91,72,Janis: Little Girl Blue,FR,1990,2,13
8,92,92,Grandma (2015),SPC,1772,4,27
8,93,88,To the Arctic (IMAX),WB,1484,1,182
8,94,,The Forbidden Room,KL,1410,1,14
8,95,60,The New Year's Eve of Old Lee,CL,1369,3,2
8,96,82,In the Shadow of Women,Distrib.,1326,2,6
8,97,95,Sembene!,KL,1100,2,12
8,98,100,Journey to the South Pacific,Imax,967,2,103
8,99,84,Regression,W/Dim.,929,2,3
8,100,83,Labyrinth of Lies,SPC,928,4,21
8,101,94,Of Mind and Music,Mont.,580,1,2
8,102,,Moana With Sound (2015 re-issue),KL,524,4,4
8,103,105,Troublemakers: The Story of Land Art,FRun,443,2,7
8,104,93,On War,Indic.,439,1,6
8,105,101,Arabian Nights: Volume 1 - The Restless One,KL,307,1,12
8,106,73,Providence,MS,176,1,2
8,107,102,Arabian Nights: Volume 2 - The Desolate One,KL,124,1,11
8,108,76,Hitchcock/Truffaut,Cohen,114,2,12
8,109,104,Arabian Nights: Volume 3 - The Enchanted One,KL,108,3,10
8,110,103,Yosemite,Mont.,84,1,8
9,1,1,Deadpool,Fox,40619123,3856,3
9,2,,Gods of Egypt,LG/S,17848320,3117,1
9,3,3,Kung Fu Panda 3,Fox,10851474,3296,5
9,4,2,Risen,Sony,9062176,2915,2
9,5,,Triple 9,ORF,8111034,2205,1
9,6,,Eddie the Eagle,Fox,7761132,2042,1
9,7,4,The Witch,A24,6802046,2204,2
9,8,5,How to Be Single,WB (NL),6732599,3047,3
9,9,8,The Revenant,Fox,5945452,1645,10
9,10,6,Race (2016),Focus,5409941,2387,2
9,11,9,Star Wars: The Force Awakens,BV,3975631,1433,11
9,12,7,Zoolander 2,Par.,2843998,1974,3
9,13,11,Ride Along 2,Uni.,1811380,941,7
9,14,13,The Lady in the Van,SPC,1755489,602,13
9,15,10,"Hail, Caesar!",Uni.,1627580,959,4
9,16,23,Spotlight,ORF,1410618,685,17
9,17,18,The Big Short,Par.,1338265,543,12
9,18,12,The Choice,LGF,1078521,1060,4
9,19,14,The Boy (2016),STX,1076279,672,6
9,20,19,Brooklyn,FoxS,1058495,477,17
9,21,15,The 5th Wave,Sony,1033419,588,6
9,22,17,The Mermaid (Mei ren yu),Sony,956516,77,2
9,23,27,Room,A24,805288,530,20
9,24,26,Daddy's Home,Par.,680688,369,10
9,25,16,The Finest Hours,BV,586822,507,5
9,26,24,Neerja,FIP,565889,121,2
9,27,25,Where to Invade Next,Drft.,521996,212,3
9,28,20,Busco Novio Para Mi Mujer,PNT,464403,357,2
9,29,21,Dirty Grandpa,LGF,417584,362,6
9,30,22,13 Hours: The Secret Soldiers of Benghazi,Par.,413278,320,7
9,31,29,The Good Dinosaur,BV,351818,250,14
9,32,28,45 Years,IFC,332062,210,10
9,33,31,2016 Oscar Nominated Short Films,Shrts.,291244,176,5
9,34,32,Alvin and the Chipmunks: The Road Chip,Fox,282127,244,11
9,35,34,Creed,WB (NL),230852,183,14
9,36,39,Son of Saul,SPC,218009,151,11
9,37,42,The Little Prince,EOne,211324,72,3
9,38,33,Fifty Shades of Black,ORF,188337,155,5
9,39,36,Carol,Wein.,180365,202,15
9,40,37,Norm of the North,LGF,162509,240,7
9,41,49,Embrace of the Serpent,Osci.,144196,21,2
9,42,30,Pride and Prejudice and Zombies,SGem,119706,122,4
9,43,48,Anomalisa,Par.,117656,140,9
9,44,43,The Hateful Eight,Wein.,93435,77,10
9,45,40,Joy,Fox,91786,95,10
9,46,45,Sisters,Uni.,91010,121,11
9,47,44,The Forest,Focus,89828,101,8
9,48,46,The Danish Girl,Focus,87466,67,14
9,49,,Only Yesterday (2016 re-release),GK,81972,13,9
9,50,55,Bridge of Spies,BV,56582,96,20
9,51,56,Mustang,Cohen,49441,29,15
9,52,51,Dough,Men.,46628,9,3
9,53,54,The Martian,Fox,46514,56,22
9,54,,Like for Likes,CJ,40171,18,1
9,55,60,A War,Magn.,40155,29,3
9,56,50,The Monkey King 2 in 3D,CL,38103,10,4
9,57,38,Spectre,Sony,36358,92,17
9,58,53,Hubble 3D,WB,35176,8,300
9,59,,The Last Man on the Moon,Grav.,33895,14,1
9,60,63,Hotel Transylvania 2,Sony,27620,32,23
9,61,59,Trumbo (2015),BST,24394,31,17
9,62,,Ran (2016 re-issue),Rialto,23210,1,1
9,63,62,Youth,FoxS,22461,19,13
9,64,,King Georges,IFC,20064,4,1
9,65,64,The Peanuts Movie,Fox,19559,40,17
9,66,57,Concussion (2015),Sony,18568,24,10
9,67,47,Touched with Fire,RAtt.,18334,20,3
9,68,67,Boy and the World,GK,12444,26,12
9,69,70,Theeb,FM,11379,13,17
9,70,80,Ingrid Bergman: In Her Own Words,Rialto,9392,5,16
9,71,73,Until Forever,Linn,8356,8,3
9,72,71,Rams (Hr偀ar),Cohen,7431,6,4
9,73,61,Island of Lemurs: Madagascar (IMAX),WB,7195,4,100
9,74,87,Heart of a Dog,Abr.,5916,4,19
9,75,84,Aferim!,BWP,5878,4,6
9,76,82,Under the Sea 3D,WB,5807,3,356
9,77,66,The Club,MBox,5794,8,4
9,78,75,Mountains May Depart,KL,5447,1,3
9,79,65,Born to Be Wild (IMAX),WB,4824,6,242
9,80,78,Requiem for the American Dream,TFC,4512,2,5
9,81,96,In the Shadow of Women,Distrib.,4183,3,7
9,82,,Pierrot le fou (2015 re-issue),Rialto,3372,1,7
9,83,83,Space Station 3-D (IMAX),Imax,3109,3,693
9,84,,Songs My Brothers Taught Me,KL,2750,1,-
9,85,91,Janis: Little Girl Blue,FR,2306,2,14
9,86,93,To the Arctic (IMAX),WB,1612,1,184
9,87,86,Deep Sea 3D (IMAX),WB,1581,5,485
9,88,100,Labyrinth of Lies,SPC,883,4,22
9,89,98,Journey to the South Pacific,Imax,690,1,104
9,90,81,Eisenstein in Guanajuato,Strand,492,2,4
9,91,92,Grandma (2015),SPC,231,1,28
9,92,101,Of Mind and Music,Mont.,159,1,3
10,1,,Zootopia,BV,92615126,3827,1
10,2,,London Has Fallen,Focus,28182052,3490,1
10,3,1,Deadpool,Fox,22519293,3624,4
10,4,,Whiskey Tango Foxtrot,Par.,9971903,2374,1
10,5,2,Gods of Egypt,LG/S,6964569,3117,2
10,6,4,Risen,Sony,5379838,2507,3
10,7,9,The Revenant,Fox,4491216,1488,11
10,8,3,Kung Fu Panda 3,Fox,4451035,2700,6
10,9,6,Eddie the Eagle,Fox,4156672,2044,2
10,10,7,The Witch,A24,3498508,1715,3
10,11,5,Triple 9,ORF,3269201,2205,2
10,12,8,How to Be Single,WB (NL),2981312,1602,4
10,13,11,Star Wars: The Force Awakens,BV,2481745,1021,12
10,14,16,Spotlight,ORF,2460135,1227,18
10,15,10,Race (2016),Focus,2101919,1286,3
10,16,,The Other Side of the Door,Fox,1610780,546,1
10,17,14,The Lady in the Van,SPC,1086389,429,14
10,18,13,Ride Along 2,Uni.,892780,607,8
10,19,17,The Big Short,Par.,672744,314,13
10,20,15,"Hail, Caesar!",Uni.,595505,313,5
10,21,20,Brooklyn,FoxS,547852,287,18
10,22,22,The Mermaid (Mei ren yu),Sony,540168,106,3
10,23,19,The Boy (2016),STX,506145,339,7
10,24,12,Zoolander 2,Par.,483571,407,4
10,25,21,The 5th Wave,Sony,465336,339,7
10,26,23,Room,A24,461605,565,21
10,27,24,Daddy's Home,Par.,449947,286,11
10,28,,The Boy and the Beast,FUN,372403,122,1
10,29,25,The Finest Hours,BV,345618,218,6
10,30,27,Where to Invade Next,Drft.,343505,150,4
10,31,31,The Good Dinosaur,BV,265661,232,15
10,32,18,The Choice,LGF,254480,337,5
10,33,26,Neerja,FIP,221931,100,3
10,34,34,Alvin and the Chipmunks: The Road Chip,Fox,219735,218,12
10,35,30,13 Hours: The Secret Soldiers of Benghazi,Par.,219360,211,8
10,36,36,Son of Saul,SPC,218981,180,12
10,37,29,Dirty Grandpa,LGF,204570,217,7
10,38,32,45 Years,IFC,151027,102,11
10,39,40,Norm of the North,LGF,122688,177,8
10,40,41,Embrace of the Serpent,Osci.,101863,23,3
10,41,28,Busco Novio Para Mi Mujer,PNT,93743,79,3
10,42,,Knight of Cups,BG,85591,4,1
10,43,,The Wave,Magn.,85262,35,1
10,44,38,Fifty Shades of Black,ORF,80830,75,6
10,45,48,Only Yesterday (2016 re-release),GK,75749,28,10
10,46,39,Carol,Wein.,70961,55,16
10,47,65,Concussion (2015),Sony,63255,93,11
10,48,47,The Danish Girl,Focus,56074,51,15
10,49,37,The Little Prince,EOne,49338,62,4
10,50,46,The Forest,Focus,47907,57,9
10,51,33,2016 Oscar Nominated Short Films,Shrts.,47222,35,6
10,52,44,Joy,Fox,45719,49,11
10,53,56,Spectre,Sony,45616,63,18
10,54,43,The Hateful Eight,Wein.,45522,44,11
10,55,45,Sisters,Uni.,45445,64,12
10,56,50,Mustang,Cohen,39757,21,16
10,57,79,Requiem for the American Dream,TFC,35648,6,6
10,58,51,Dough,Men.,32079,7,4
10,59,42,Anomalisa,Par.,31280,21,10
10,60,57,Hubble 3D,WB,30068,9,302
10,61,,Trapped (2016),Abr.,26438,3,1
10,62,52,The Martian,Fox,25583,25,23
10,63,49,Bridge of Spies,BV,24399,29,21
10,64,,Colliding Dreams,ICir,23152,4,1
10,65,62,Youth,FoxS,17605,14,14
10,66,,Born to be Blue,EOne,17507,23,1
10,67,,Late Spring (2016 re-release),Jan.,13254,1,1
10,68,,Cemetery of Splendor,Strand,13235,2,1
10,69,55,The Monkey King 2 in 3D,CL,12159,3,5
10,70,76,The Club,MBox,12081,12,5
10,71,54,A War,Magn.,11802,21,4
10,72,71,Rams (Hr偀ar),Cohen,11345,7,5
10,73,63,King Georges,IFC,8923,6,2
10,74,,Chimes at Midnight (2016 re-release),Jan.,8038,2,10
10,75,64,The Peanuts Movie,Fox,7402,34,18
10,76,68,Theeb,FM,7342,7,18
10,77,72,Island of Lemurs: Madagascar (IMAX),WB,7208,6,101
10,78,58,The Last Man on the Moon,Grav.,6589,7,2
10,79,83,Songs My Brothers Taught Me,KL,6341,2,1
10,80,,They Will Have to Kill Us First,BBC,5924,2,1
10,81,73,Heart of a Dog,Abr.,5675,3,20
10,82,74,Aferim!,BWP,5532,8,7
10,83,69,Ingrid Bergman: In Her Own Words,Rialto,5371,4,17
10,84,78,Born to Be Wild (IMAX),WB,4737,5,244
10,85,53,Like for Likes,CJ,4583,3,2
10,86,77,Mountains May Depart,KL,4562,1,4
10,87,80,In the Shadow of Women,Distrib.,3447,3,8
10,88,70,Until Forever,Linn,3319,4,4
10,89,85,To the Arctic (IMAX),WB,2980,1,186
10,90,67,Boy and the World,GK,2774,13,13
10,91,91,Of Mind and Music,Mont.,2760,3,4
10,92,,White Lies,Artma,2760,2,1
10,93,84,Janis: Little Girl Blue,FR,2492,2,15
10,94,,Mekong Hotel,Strand,1865,1,1
10,95,,A Matter of Faith,5&2,1590,1,57
10,96,66,Touched with Fire,RAtt.,1482,3,4
10,97,89,Eisenstein in Guanajuato,Strand,1421,3,5
10,98,,Time Changer (2016 re-release),5&2,1318,2,3
10,99,86,Deep Sea 3D (IMAX),WB,1095,1,487
10,100,,Pearl Button,KL,996,2,17
10,101,,Jafar Panahi's Taxi,KL,988,3,23
10,102,,Yosemite,Mont.,915,1,10
10,103,,The Forbidden Room,KL,834,2,17
10,104,88,Journey to the South Pacific,Imax,634,2,105
10,105,,"Rabin, the Last Day",KL,516,2,6
10,106,82,Space Station 3-D (IMAX),Imax,330,1,694
10,107,,River of Fundament,ICir,278,1,13
11,1,1,Zootopia,BV,71150371,3827,2
11,2,,10 Cloverfield Lane,Par.,32676639,3391,1
11,3,3,Deadpool,Fox,15663958,3331,5
11,4,2,London Has Fallen,Focus,15013768,3492,2
11,5,4,Whiskey Tango Foxtrot,Par.,6498937,2413,2
11,6,,The Perfect Match,LGF,5406179,925,1
11,7,,The Brothers Grimsby,Sony,4512670,2235,1
11,8,,The Young Messiah,Focus,4312355,1761,1
11,9,5,Gods of Egypt,LG/S,3569887,2306,3
11,10,,Miracles from Heaven,TriS,3557053,3047,-
11,11,6,Risen,Sony,3180909,1815,4
11,12,7,The Revenant,Fox,2793401,1177,12
11,13,8,Kung Fu Panda 3,Fox,2655646,1179,7
11,14,9,Eddie the Eagle,Fox,2208698,1275,3
11,15,13,Star Wars: The Force Awakens,BV,1898927,760,13
11,16,10,The Witch,A24,1439279,945,4
11,17,12,How to Be Single,WB (NL),1365945,767,5
11,18,14,Spotlight,ORF,1320264,847,19
11,19,15,Race (2016),Focus,1052973,689,4
11,20,16,The Other Side of the Door,Fox,938753,585,2
11,21,17,The Lady in the Van,SPC,851701,363,15
11,22,11,Triple 9,ORF,767210,695,3
11,23,18,Ride Along 2,Uni.,558700,330,9
11,24,20,"Hail, Caesar!",Uni.,418975,255,6
11,25,27,Daddy's Home,Par.,398585,232,12
11,26,19,The Big Short,Par.,397323,222,14
11,27,26,Room,A24,393777,202,22
11,28,21,Brooklyn,FoxS,392874,225,19
11,29,49,The Little Prince,EOne,353341,163,5
11,30,23,The Boy (2016),STX,335470,216,8
11,31,25,The 5th Wave,Sony,280157,201,8
11,32,40,Embrace of the Serpent,Osci.,268069,77,4
11,33,30,Where to Invade Next,Drft.,267339,151,5
11,34,24,Zoolander 2,Par.,257766,244,5
11,35,22,The Mermaid (Mei ren yu),Sony,252381,82,4
11,36,29,The Finest Hours,BV,248819,142,7
11,37,34,Alvin and the Chipmunks: The Road Chip,Fox,241124,181,13
11,38,31,The Good Dinosaur,BV,220926,195,16
11,39,35,13 Hours: The Secret Soldiers of Benghazi,Par.,168395,181,9
11,40,,Eye in the Sky,BST,152024,5,1
11,41,37,Dirty Grandpa,LGF,149018,156,8
11,42,42,Knight of Cups,BG,142097,36,2
11,43,,"Hello, My Name is Doris",RAtt.,117667,4,1
11,44,32,The Choice,LGF,114407,165,6
11,45,38,45 Years,IFC,111258,72,12
11,46,28,The Boy and the Beast,FUN,111103,62,2
11,47,45,Only Yesterday (2016 re-release),GK,108785,44,11
11,48,36,Son of Saul,SPC,103788,105,13
11,49,,City of Gold,IFC,89970,4,1
11,50,44,Fifty Shades of Black,ORF,89586,57,7
11,51,39,Norm of the North,LGF,81177,134,9
11,52,60,Hubble 3D,WB,64865,6,304
11,53,41,Busco Novio Para Mi Mujer,PNT,63387,39,4
11,54,53,Spectre,Sony,60610,16,19
11,55,43,The Wave,Magn.,51750,37,2
11,56,54,The Hateful Eight,Wein.,40713,41,12
11,57,46,Carol,Wein.,39917,33,17
11,58,50,The Forest,Focus,36617,36,10
11,59,47,Concussion (2015),Sony,35854,53,12
11,60,,Sweet 20,CJ,34531,4,1
11,61,66,Born to be Blue,EOne,33428,2,2
11,62,64,Colliding Dreams,ICir,31695,14,2
11,63,,Marguerite,Cohen,30818,3,1
11,64,,Remember (US Release),A24,29389,2,1
11,65,51,2016 Oscar Nominated Short Films,Shrts.,27009,11,7
11,66,59,Anomalisa,Par.,26426,22,11
11,67,56,Mustang,Cohen,25467,21,17
11,68,58,Dough,Men.,21839,7,5
11,69,48,The Danish Girl,Focus,21808,15,16
11,70,52,Joy,Fox,20585,22,12
11,71,,Spirits' Homecoming,PM&E,20381,2,1
