WeekOfYear,RankThisWeek,RankKastWeek,Title,Studio,Revenue(USD),NumOfTheaters,ReleaseWeek
27,68,80,Miles Ahead,SPC,9299,17,14
27,70,53,De Palma,A24,9049,15,4
27,71,,Last Cab to Darwin,FRun,8451,3,4
27,72,72,Sunset Song,Magn.,8353,9,8
27,73,51,The Wailing (Goksung),WGUSA,7909,3,7
27,74,68,Our Last Tango,Strand,6405,4,12
27,75,67,"Right Now, Wrong Then",Ghop,6281,2,2
27,76,69,High-Rise,Magn.,6278,8,8
27,77,40,Range 15,TUG,6182,6,3
27,78,85,Minimalism: A Documentary About the Important Things,Gathr,5864,6,6
27,79,,Under the Sun (2016),Icar.,5612,1,-
27,80,108,Argentina,FRun,5510,3,3
27,81,62,Therapy for a Vampire,MBox,5118,4,4
27,82,103,From Afar,Strand,5108,3,4
27,83,71,Raiders!: The Story of the Greatest Fan Film Ever Made,Drft.,4759,8,3
27,84,,Roseanne for President!,IFC,4734,2,1
27,85,107,Hubble 3D,WB,3873,3,329
27,86,81,Wedding Doll,Strand,3861,4,12
27,87,91,Germans & Jews,FRun,3260,1,4
27,88,84,Francofonia,MBox,2651,3,14
27,89,93,Cosmos,KL,2445,1,3
27,90,101,Journey to the South Pacific,Imax,2445,3,136
27,91,104,The Fallen Idol (2016 re-issue),Rialto,2388,1,6
27,92,78,Dark Horse (Canada Release),Mon,2363,1,8
27,93,65,"My Love, Don't Cross that River",FM,2258,3,3
27,94,86,Under the Sea 3D,WB,2031,6,386
27,95,73,Gurukulam,Mats.,1938,5,5
27,96,77,Unlocking the Cage,FRun,1929,3,6
27,97,79,The Unknowns,Gathr,1892,1,5
27,98,60,Jimmy Vestvood: Amerikan Hero,SkyI,1844,1,8
27,99,96,Paths of the Soul,Icar.,1815,1,8
27,100,112,Tikkun,KL,1760,1,4
27,101,83,L'attesa,Osci.,1705,3,10
27,102,100,Breaking a Monster,Abr.,1622,1,2
27,103,89,Green Room,A24,1525,3,12
27,104,105,Band of Outsiders (2016 re-issue),Rialto,1478,1,9
27,105,113,Neon Bull,KL,1226,1,13
27,106,,Mountains May Depart,KL,1068,1,18
27,107,90,Island of Lemurs: Madagascar (IMAX),WB,876,0,118
27,108,118,Aferim!,BWP,636,2,24
27,109,97,Presenting Princess Shaw,Magn.,502,1,6
27,110,116,Chevalier,Strand,350,1,6
27,111,95,The Measure of a Man,KL,342,1,12
27,112,,To the Arctic (IMAX),WB,270,2,209
27,113,,Satanic,Magn.,252,3,1
27,114,114,Almost Holy,Orch.,201,1,7
27,115,,Kamikaze '89,FM,115,1,3
27,116,115,Space Station 3-D (IMAX),Imax,92,1,718
28,1,,The Secret Life of Pets,Uni.,152587865,4370,1
28,2,1,Finding Dory,BV,32235207,3871,4
28,3,2,The Legend of Tarzan,WB,31132545,3591,2
28,4,,Mike and Dave Need Wedding Dates,Fox,23823716,2982,1
28,5,3,The Purge: Election Year,Uni.,18511385,2821,2
28,6,4,The BFG,BV,12454849,3392,2
28,7,6,Central Intelligence,WB (NL),12007965,2841,4
28,8,5,Independence Day: Resurgence,Fox,11270861,3061,3
28,9,7,The Shallows,Sony,7369810,2406,3
28,10,18,Sultan,Yash,3261905,282,1
28,11,9,The Conjuring 2,WB (NL),2623329,1052,5
28,12,10,Now You See Me 2,LG/S,2024319,864,5
28,13,8,Free State of Jones,STX,1970716,1264,3
28,14,,The Infiltrator,BG,1462849,1601,-
28,15,11,Swiss Army Man,A24,1042054,600,3
28,16,12,Our Kind of Traitor,RAtt.,973430,399,2
28,17,13,Me Before You,WB (NL),703950,318,6
28,18,19,Warcraft,Uni.,657470,228,5
28,19,14,X-Men: Apocalypse,Fox,618612,288,7
28,20,29,Hunt for the Wilderpeople,Orch.,560006,72,3
28,21,15,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,502116,293,6
28,22,16,Captain America: Civil War,BV,461030,238,10
28,23,20,Love & Friendship,RAtt.,449450,161,9
28,24,17,The Jungle Book (2016),BV,424480,197,13
28,25,23,The Lobster (US Release),A24,380120,122,9
28,26,21,Alice Through the Looking Glass,BV,344858,145,7
28,27,25,A Beautiful Planet,Imax,339443,36,11
28,28,22,The Angry Birds Movie,Sony,319475,203,8
28,29,24,The Nice Guys,WB,292329,212,8
28,30,,Cold War 2,WGUSA,250379,22,1
28,31,26,Maggie's Plan,SPC,231513,103,8
28,32,33,The Music of Strangers,Orch.,229945,77,5
28,33,27,Zootopia,BV,217299,161,19
28,34,43,The Innocents,MBox,184078,34,2
28,35,36,Wiener-Dog,IFC,139507,63,3
28,36,32,Neighbors 2: Sorority Rising,Uni.,131710,127,8
28,37,,Captain Fantastic,BST,128820,4,1
28,38,31,Money Monster,TriS,121295,141,9
28,39,30,Genius,RAtt.,118542,77,5
28,40,38,Tickled,Magn.,104097,33,4
28,41,34,Weiner,IFC,94496,44,8
28,42,35,Dark Horse (2016),SPC,91364,52,10
28,43,40,The Huntsman: Winter's War,Uni.,82640,66,12
28,44,49,Sing Street,Wein.,82234,101,13
28,45,28,The Neon Demon,BG,77259,16,3
28,46,,Zero Days,Magn.,71746,18,1
28,47,37,The Man Who Knew Infinity,IFC,69558,38,11
28,48,44,Eat That Question: Frank Zappa in His Own Words,SPC,56032,15,3
28,49,41,Barbershop: The Next Cut,WB (NL),45715,55,13
28,50,46,Miracles from Heaven,TriS,37919,45,17
28,51,,Our Little Sister,SPC,37902,3,1
28,52,50,"Life, Animated",Orch.,30516,8,2
28,53,45,The Meddler,SPC,26948,24,12
28,54,79,Under the Sun (2016),Icar.,25628,3,1
28,55,,Norman Lear: Just Another Version of You,MBox,23087,2,1
28,56,58,Dough,Men.,22086,7,22
28,57,48,The Boss,Uni.,21985,32,14
28,58,52,Kung Fu Panda 3,Fox,20221,23,24
28,59,55,The Kind Words,Strand,19337,6,3
28,60,59,Born to Be Wild (IMAX),WB,19161,5,275
28,61,51,Eye in the Sky,BST,18397,16,18
28,62,42,Gentleman,Gaatri,18029,4,4
28,63,77,Range 15,TUG,15734,14,4
28,64,47,Les cowboys,Cohen,12488,10,3
28,65,93,"My Love, Don't Cross that River",FM,12447,6,4
28,66,60,The Fits,Osci.,11537,9,6
28,67,73,The Wailing (Goksung),WGUSA,11292,4,8
28,68,56,The Witness,FR,10943,7,6
28,69,62,"Hello, My Name is Doris",RAtt.,9854,13,18
28,70,83,Raiders!: The Story of the Greatest Fan Film Ever Made,Drft.,9839,17,4
28,71,53,Popstar: Never Stop Never Stopping,Uni.,9730,13,6
28,72,63,Nuts!,Cartuna,8456,7,3
28,73,67,Saturday's Warrior,Purd.,8341,9,15
28,74,71,Last Cab to Darwin,FRun,7758,4,5
28,75,65,Vaxxed: From Cover-Up to Catastrophe,CLS,7692,4,15
28,76,64,Dheepan,IFC,7462,11,10
28,77,70,De Palma,A24,7008,11,5
28,78,66,God's Not Dead 2,PFR,6015,11,15
28,79,72,Sunset Song,Magn.,4926,5,9
28,80,61,Microbe & Gasoline,Scre.,4910,2,2
28,81,82,From Afar,Strand,4807,3,5
28,82,39,No One's Life Is Easy: So I Married an Anti-Fan,CL,4567,6,2
28,83,78,Minimalism: A Documentary About the Important Things,Gathr,4551,6,7
28,84,,Indian Point,FRun,4462,1,1
28,85,104,Band of Outsiders (2016 re-issue),Rialto,4451,2,10
28,86,95,Gurukulam,Mats.,4063,10,6
28,87,68,Miles Ahead,SPC,3675,12,15
28,88,76,High-Rise,Magn.,3656,4,9
28,89,,Men Go To Battle,FM,3263,1,1
28,90,80,Argentina,FRun,3076,2,4
28,91,103,Green Room,A24,2854,3,13
28,92,97,The Unknowns,Gathr,2442,3,6
28,93,,Hockney,FM,2333,1,12
28,94,81,Therapy for a Vampire,MBox,2240,3,5
28,95,89,Cosmos,KL,2146,1,4
28,96,87,Germans & Jews,FRun,1880,1,5
28,97,,How He Fell in Love,Orion,1736,1,1
28,98,91,The Fallen Idol (2016 re-issue),Rialto,1625,1,7
28,99,90,Journey to the South Pacific,Imax,1490,1,137
28,100,,Restored Me,Gathr,1342,1,5
28,101,85,Hubble 3D,WB,1330,2,330
28,102,99,Paths of the Soul,Icar.,1282,1,9
28,103,,A Monster with a Thousand Heads,MBox,1236,1,9
28,104,114,Almost Holy,Orch.,1192,1,8
28,105,96,Unlocking the Cage,FRun,1179,2,7
28,106,111,The Measure of a Man,KL,1073,1,13
28,107,86,Wedding Doll,Strand,1013,2,13
28,108,92,Dark Horse (Canada Release),Mon,985,1,9
28,109,74,Our Last Tango,Strand,710,2,13
28,110,107,Island of Lemurs: Madagascar (IMAX),WB,613,2,119
28,111,109,Presenting Princess Shaw,Magn.,599,1,7
28,112,94,Under the Sea 3D,WB,514,4,387
28,113,115,Kamikaze '89,FM,333,2,4
28,114,108,Aferim!,BWP,220,1,25
28,115,,Galapagos (IMAX),Imax,10,1,821
29,1,1,The Secret Life of Pets,Uni.,78790880,4046,2
29,2,,Ghostbusters (2016),Sony,65256739,3963,1
29,3,2,Finding Dory,BV,18514669,3536,5
29,4,3,The Legend of Tarzan,WB,17463827,3551,3
29,5,4,Mike and Dave Need Wedding Dates,Fox,12134031,3008,2
29,6,5,The Purge: Election Year,Uni.,9320560,2671,3
29,7,7,Central Intelligence,WB (NL),8109860,2381,5
29,8,14,The Infiltrator,BG,7483060,1601,1
29,9,6,The BFG,BV,6353446,2182,3
29,10,8,Independence Day: Resurgence,Fox,5257882,2290,4
29,11,9,The Shallows,Sony,4593036,1695,4
29,12,,Kabali,CineGalaxy,1925379,229,-
29,13,10,Sultan,Yash,1325791,273,2
29,14,11,The Conjuring 2,WB (NL),1306211,566,6
29,15,12,Now You See Me 2,LG/S,1129003,523,6
29,16,24,The Jungle Book (2016),BV,894534,276,14
29,17,20,Hunt for the Wilderpeople,Orch.,835466,155,4
29,18,13,Free State of Jones,STX,728208,506,4
29,19,,Cafe Society,LGF,502379,5,1
29,20,19,X-Men: Apocalypse,Fox,441421,250,8
29,21,16,Our Kind of Traitor,RAtt.,440411,262,3
29,22,17,Me Before You,WB (NL),440231,238,7
29,23,15,Swiss Army Man,A24,425565,228,4
29,24,37,Captain Fantastic,BST,418444,36,2
29,25,27,A Beautiful Planet,Imax,386267,35,12
29,26,21,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,385544,185,7
29,27,18,Warcraft,Uni.,317320,149,6
29,28,23,Love & Friendship,RAtt.,296207,140,10
29,29,22,Captain America: Civil War,BV,292151,184,11
29,30,34,The Innocents,MBox,250895,69,3
29,31,25,The Lobster (US Release),A24,250447,101,10
29,32,28,The Angry Birds Movie,Sony,203535,154,9
29,33,31,Maggie's Plan,SPC,185541,127,9
29,34,32,The Music of Strangers,Orch.,175780,82,6
29,35,29,The Nice Guys,WB,162761,144,9
29,36,26,Alice Through the Looking Glass,BV,158527,107,8
29,37,30,Cold War 2,WGUSA,158403,23,2
29,38,33,Zootopia,BV,124232,131,20
29,39,40,Tickled,Magn.,97052,53,5
29,40,,Hillary's America: The Secret History of the Democratic Party,QF,91524,3,1
29,41,35,Wiener-Dog,IFC,87383,73,4
29,42,,So Young 2: Never Gone,CL,81331,21,1
29,43,36,Neighbors 2: Sorority Rising,Uni.,66480,86,9
29,44,,Seondal: The Man Who Sells the River,CJ,61845,7,1
29,45,39,Genius,RAtt.,58549,51,6
29,46,48,Eat That Question: Frank Zappa in His Own Words,SPC,56817,25,4
29,47,38,Money Monster,TriS,56457,88,10
29,48,51,Our Little Sister,SPC,51387,9,2
29,49,42,Dark Horse (2016),SPC,45503,41,11
29,50,52,"Life, Animated",Orch.,44638,19,3
29,51,41,Weiner,IFC,42806,27,9
29,52,47,The Man Who Knew Infinity,IFC,42599,28,12
29,53,45,The Neon Demon,BG,34914,10,4
29,54,46,Zero Days,Magn.,28209,20,2
29,55,43,The Huntsman: Winter's War,Uni.,27050,44,13
29,56,50,Miracles from Heaven,TriS,25949,32,18
29,57,44,Sing Street,Wein.,25655,27,14
29,58,54,Under the Sun (2016),Icar.,24770,4,2
29,59,,Don't Blink - Robert Frank,Ghop,21522,1,1
29,60,56,Dough,Men.,20646,9,23
29,61,60,Born to Be Wild (IMAX),WB,19633,6,276
29,62,55,Norman Lear: Just Another Version of You,MBox,17115,3,2
29,63,80,Microbe & Gasoline,Scre.,15881,9,3
29,64,,Equals,A24,14125,2,1
29,65,97,How He Fell in Love,Orion,13929,10,2
29,66,59,The Kind Words,Strand,13252,7,4
29,67,53,The Meddler,SPC,13235,16,13
29,68,65,"My Love, Don't Cross that River",FM,12849,3,5
29,69,57,The Boss,Uni.,12030,21,15
29,70,63,Range 15,TUG,11706,11,5
29,71,58,Kung Fu Panda 3,Fox,10768,18,25
29,72,61,Eye in the Sky,BST,10701,14,19
29,73,,Lucha Mexico,KL,10519,25,1
29,74,67,The Wailing (Goksung),WGUSA,9319,5,9
29,75,77,De Palma,A24,8854,13,6
29,76,66,The Fits,Osci.,6025,5,7
29,77,71,Popstar: Never Stop Never Stopping,Uni.,5935,12,7
29,78,,Undrafted,INDEP,5777,20,1
29,79,,Phantom Boy,GK,5769,1,1
29,80,73,Saturday's Warrior,Purd.,5612,7,16
29,81,74,Last Cab to Darwin,FRun,5187,3,6
29,82,,Kaili Blues,Ghop,3941,4,5
29,83,69,"Hello, My Name is Doris",RAtt.,3880,7,19
29,84,72,Nuts!,Cartuna,3575,6,4
29,85,78,God's Not Dead 2,PFR,3532,8,16
29,86,68,The Witness,FR,3258,5,7
29,87,79,Sunset Song,Magn.,3249,4,10
29,88,75,Vaxxed: From Cover-Up to Catastrophe,CLS,2900,1,16
29,89,70,Raiders!: The Story of the Greatest Fan Film Ever Made,Drft.,2865,10,5
29,90,89,Men Go To Battle,FM,2752,2,2
29,91,94,Therapy for a Vampire,MBox,2721,4,6
29,92,76,Dheepan,IFC,2697,7,11
29,93,83,Minimalism: A Documentary About the Important Things,Gathr,2695,2,8
29,94,100,Restored Me,Gathr,2607,1,6
29,95,86,Gurukulam,Mats.,2584,7,7
29,96,111,Presenting Princess Shaw,Magn.,2268,1,8
29,97,101,Hubble 3D,WB,2109,2,331
29,98,92,The Unknowns,Gathr,2022,2,7
29,99,84,Indian Point,FRun,1625,1,2
29,100,113,Kamikaze '89,FM,1583,2,6
29,101,,Hieronymus Bosch: Touched by the Devil,KL,1500,1,1
29,102,108,Dark Horse (Canada Release),Mon,1476,1,10
29,103,,Neon Bull,KL,1366,2,15
29,104,102,Paths of the Soul,Icar.,1346,1,10
29,105,110,Island of Lemurs: Madagascar (IMAX),WB,1230,2,120
29,106,88,High-Rise,Magn.,1202,2,10
29,107,98,The Fallen Idol (2016 re-issue),Rialto,945,1,8
29,108,87,Miles Ahead,SPC,833,3,16
29,109,85,Band of Outsiders (2016 re-issue),Rialto,802,1,11
29,110,112,Under the Sea 3D,WB,740,3,388
29,111,109,Our Last Tango,Strand,713,3,14
29,112,99,Journey to the South Pacific,Imax,607,1,138
29,113,,"Right Now, Wrong Then",Ghop,401,1,4
29,114,,Viktoria,BWP,365,1,7
29,115,81,From Afar,Strand,359,2,6
29,116,,Sweet Bean,KL,341,1,18
29,117,95,Cosmos,KL,305,1,5
29,118,107,Wedding Doll,Strand,301,1,14
29,119,106,The Measure of a Man,KL,293,1,14
29,120,,Chevalier,Strand,290,1,8
29,121,93,Hockney,FM,230,1,13
29,122,82,No One's Life Is Easy: So I Married an Anti-Fan,CL,126,1,3
29,123,,To the Arctic (IMAX),WB,14,1,211
30,1,,Star Trek Beyond,Par.,81720378,3928,1
30,2,1,The Secret Life of Pets,Uni.,46589000,4048,3
30,3,,Lights Out,WB (NL),32067032,2818,1
30,4,,Ice Age: Collision Course,Fox,31609623,3992,1
30,5,2,Ghostbusters (2016),Sony,31114732,3693,2
30,6,3,Finding Dory,BV,11813811,2500,6
30,7,4,The Legend of Tarzan,WB,10057126,2844,4
30,8,5,Mike and Dave Need Wedding Dates,Fox,6579365,1896,3
30,9,40,Hillary's America: The Secret History of the Democratic Party,QF,6198860,1217,2
30,10,,Nerve,LGF,6051287,2538,-
30,11,8,The Infiltrator,BG,4584992,1537,2
30,12,7,Central Intelligence,WB (NL),4074850,1602,6
30,13,,Batman: The Killing Joke,Fathom,3775000,1325,-
30,14,6,The Purge: Election Year,Uni.,3410850,1503,4
30,15,,Absolutely Fabulous: The Movie,FoxS,2566568,313,1
30,16,9,The BFG,BV,1745228,620,4
30,17,10,Independence Day: Resurgence,Fox,1346315,589,5
30,18,19,Cafe Society,LGF,1154581,50,2
30,19,11,The Shallows,Sony,957529,513,5
30,20,24,Captain Fantastic,BST,854515,104,3
30,21,17,Hunt for the Wilderpeople,Orch.,836950,200,5
30,22,16,The Jungle Book (2016),BV,681012,233,15
30,23,,Train to Busan,WGUSA,487968,27,1
30,24,15,Now You See Me 2,LG/S,459480,257,7
30,25,32,The Angry Birds Movie,Sony,404611,202,10
30,26,14,The Conjuring 2,WB (NL),389952,235,7
30,27,22,Me Before You,WB (NL),370830,254,8
30,28,25,A Beautiful Planet,Imax,338297,35,13
30,29,20,X-Men: Apocalypse,Fox,292979,194,9
30,30,26,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,184561,114,8
30,31,30,The Innocents,MBox,184487,62,4
30,32,29,Captain America: Civil War,BV,178878,116,12
30,33,28,Love & Friendship,RAtt.,176134,88,11
30,34,18,Free State of Jones,STX,174404,145,5
30,35,23,Swiss Army Man,A24,159925,81,5
30,36,31,The Lobster (US Release),A24,146045,67,11
30,37,21,Our Kind of Traitor,RAtt.,137209,88,4
30,38,27,Warcraft,Uni.,136730,104,7
30,39,34,The Music of Strangers,Orch.,135819,81,7
30,40,,Don't Think Twice,TFA,111102,1,1
30,41,36,Alice Through the Looking Glass,BV,90366,78,9
30,42,33,Maggie's Plan,SPC,80660,62,10
30,43,35,The Nice Guys,WB,78702,76,10
30,44,48,Our Little Sister,SPC,70603,20,3
30,45,37,Cold War 2,WGUSA,65901,7,3
30,46,38,Zootopia,BV,60416,84,21
30,47,39,Tickled,Magn.,58245,42,6
30,48,50,"Life, Animated",Orch.,40545,25,4
30,49,46,Eat That Question: Frank Zappa in His Own Words,SPC,37415,25,5
30,50,43,Neighbors 2: Sorority Rising,Uni.,36015,44,10
30,51,49,Dark Horse (2016),SPC,35512,25,12
30,52,45,Genius,RAtt.,32016,30,7
30,53,41,Wiener-Dog,IFC,31156,31,5
30,54,44,Seondal: The Man Who Sells the River,CJ,30515,7,2
30,55,,For a Few Bullets,CL,27732,15,1
30,56,51,Weiner,IFC,27128,12,10
30,57,53,The Neon Demon,BG,23125,7,5
30,58,,Summertime (2016),Strand,23025,6,1
30,59,60,Dough,Men.,22517,5,24
30,60,52,The Man Who Knew Infinity,IFC,22072,15,13
30,61,66,The Kind Words,Strand,21730,8,5
30,62,47,Money Monster,TriS,20362,29,11
30,63,61,Born to Be Wild (IMAX),WB,20033,6,277
30,64,106,High-Rise,Magn.,18805,5,11
30,65,64,Equals,A24,17139,92,2
30,66,63,Microbe & Gasoline,Scre.,15452,8,4
30,67,42,So Young 2: Never Gone,CL,15090,5,2
30,68,,The Seventh Fire,FM,13246,2,1
30,69,59,Don't Blink - Robert Frank,Ghop,12780,1,2
30,70,70,Range 15,TUG,12235,11,6
30,71,76,The Fits,Osci.,12029,6,8
30,72,55,The Huntsman: Winter's War,Uni.,11365,20,14
30,73,62,Norman Lear: Just Another Version of You,MBox,10151,4,3
30,74,57,Sing Street,Wein.,9973,14,15
30,75,68,"My Love, Don't Cross that River",FM,9605,6,6
30,76,87,Sunset Song,Magn.,9002,7,11
30,77,,Beta Test,Mirror,8286,18,1
30,78,58,Under the Sun (2016),Icar.,7068,2,3
30,79,96,Presenting Princess Shaw,Magn.,6593,2,9
30,80,74,The Wailing (Goksung),WGUSA,5842,3,10
30,81,90,Men Go To Battle,FM,5777,3,3
30,82,89,Raiders!: The Story of the Greatest Fan Film Ever Made,Drft.,5613,8,6
30,83,79,Phantom Boy,GK,5606,2,2
30,84,101,Hieronymus Bosch: Touched by the Devil,KL,5512,1,2
30,85,77,Popstar: Never Stop Never Stopping,Uni.,5505,13,8
30,86,88,Vaxxed: From Cover-Up to Catastrophe,CLS,5481,4,17
30,87,67,The Meddler,SPC,5303,10,14
30,88,86,The Witness,FR,4670,3,8
30,89,54,Zero Days,Magn.,4544,5,3
30,90,81,Last Cab to Darwin,FRun,3888,3,7
30,91,80,Saturday's Warrior,Purd.,3547,4,17
30,92,92,Dheepan,IFC,3444,4,12
30,93,94,Restored Me,Gathr,3358,3,7
30,94,98,The Unknowns,Gathr,3182,3,8
30,95,83,"Hello, My Name is Doris",RAtt.,3069,6,20
30,96,,Hooligan Sparrow,TFC,3000,1,1
30,97,97,Hubble 3D,WB,2988,2,332
30,98,75,De Palma,A24,2949,2,7
30,99,69,The Boss,Uni.,2910,7,16
30,100,110,Under the Sea 3D,WB,2139,2,389
30,101,93,Minimalism: A Documentary About the Important Things,Gathr,2090,2,9
30,102,102,Dark Horse (Canada Release),Mon,1607,1,11
30,103,65,How He Fell in Love,Orion,1548,2,3
30,104,119,The Measure of a Man,KL,1180,2,15
30,105,123,To the Arctic (IMAX),WB,1137,2,212
30,106,,The Other Side,FM,1075,1,7
30,107,105,Island of Lemurs: Madagascar (IMAX),WB,1054,2,121
30,108,99,Indian Point,FRun,1051,2,3
30,109,114,Viktoria,BWP,1017,1,9
30,110,,Three,WGUSA,951,1,4
30,111,111,Our Last Tango,Strand,850,3,15
30,112,117,Cosmos,KL,762,0,6
30,113,108,Miles Ahead,SPC,746,3,17
30,114,73,Lucha Mexico,KL,713,4,2
30,115,104,Paths of the Soul,Icar.,661,1,11
30,116,,Mountains May Depart,KL,653,1,20
30,117,84,Nuts!,Cartuna,558,6,5
30,118,,Argentina,FRun,476,1,6
30,119,100,Kamikaze '89,FM,400,1,8
30,120,107,The Fallen Idol (2016 re-issue),Rialto,326,0,9
30,121,116,Sweet Bean,KL,317,1,19
30,122,,News From Planet Mars,KL,310,1,1
30,123,112,Journey to the South Pacific,Imax,256,1,139
30,124,,Tikkun,KL,132,1,6
30,125,82,Kaili Blues,Ghop,83,0,6
30,126,118,Wedding Doll,Strand,67,1,15
31,1,,Jason Bourne,Uni.,80706020,4026,1
31,2,,Bad Moms,STX,36846830,3215,1
31,3,1,Star Trek Beyond,Par.,35980986,3928,2
31,4,2,The Secret Life of Pets,Uni.,30051035,3677,4
31,5,4,Ice Age: Collision Course,Fox,17630174,3997,2
31,6,3,Lights Out,WB (NL),16642220,2835,2
31,7,10,Nerve,LGF,15937507,2538,1
31,8,5,Ghostbusters (2016),Sony,15540465,3052,3
31,9,6,Finding Dory,BV,7121711,1733,7
31,10,9,Hillary's America: The Secret History of the Democratic Party,QF,3900562,1066,3
31,11,7,The Legend of Tarzan,WB,3798814,1503,5
31,12,18,Cafe Society,LGF,3432851,565,3
31,13,8,Mike and Dave Need Wedding Dates,Fox,2268508,1070,4
31,14,20,Captain Fantastic,BST,1595282,550,4
31,15,12,Central Intelligence,WB (NL),1324738,652,7
31,16,15,Absolutely Fabulous: The Movie,FoxS,1252510,355,2
31,17,11,The Infiltrator,BG,1230169,650,3
31,18,14,The Purge: Election Year,Uni.,1010150,510,5
31,19,16,The BFG,BV,808486,273,5
31,20,,Dishoom,Eros,632193,113,1
31,21,21,Hunt for the Wilderpeople,Orch.,559672,174,6
31,22,22,The Jungle Book (2016),BV,517355,225,16
31,23,17,Independence Day: Resurgence,Fox,459312,227,6
31,24,23,Train to Busan,WGUSA,396617,29,2
31,25,28,A Beautiful Planet,Imax,368663,36,14
31,26,30,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,347327,170,9
31,27,19,The Shallows,Sony,273093,139,6
31,28,26,The Conjuring 2,WB (NL),268595,244,8
31,29,25,The Angry Birds Movie,Sony,264254,178,11
31,30,41,Alice Through the Looking Glass,BV,251774,146,10
31,31,40,Don't Think Twice,TFA,194746,5,2
31,32,24,Now You See Me 2,LG/S,192072,135,8
31,33,27,Me Before You,WB (NL),188938,188,9
31,34,86,Vaxxed: From Cover-Up to Catastrophe,CLS,143826,84,18
31,35,,League of Gods,Sony,143430,54,1
31,36,,Indignation,RAtt.,140246,4,1
31,37,,Gleason,ORF,134618,9,1
31,38,32,Captain America: Civil War,BV,124873,85,13
31,39,,Equity,SPC,118394,4,1
31,40,31,The Innocents,MBox,113747,54,5
31,41,33,Love & Friendship,RAtt.,104126,52,12
31,42,36,The Lobster (US Release),A24,83832,31,12
31,43,38,Warcraft,Uni.,76920,52,8
31,44,39,The Music of Strangers,Orch.,66367,50,8
31,45,35,Swiss Army Man,A24,54516,33,6
31,46,45,Cold War 2,WGUSA,45123,5,4
31,47,44,Our Little Sister,SPC,43836,20,4
31,48,47,Tickled,Magn.,43112,18,7
31,49,43,The Nice Guys,WB,36757,44,11
31,50,37,Our Kind of Traitor,RAtt.,35085,33,5
31,51,48,"Life, Animated",Orch.,30140,23,5
31,52,56,Weiner,IFC,29067,8,11
31,53,42,Maggie's Plan,SPC,28109,27,11
31,54,63,Born to Be Wild (IMAX),WB,20655,8,278
31,55,49,Eat That Question: Frank Zappa in His Own Words,SPC,20430,13,6
31,56,84,Hieronymus Bosch: Touched by the Devil,KL,20022,1,3
31,57,,The Land,IFC,19636,2,1
31,58,61,The Kind Words,Strand,19038,8,6
31,59,,The Tenth Man,KL,17260,0,1
31,60,83,Phantom Boy,GK,16416,15,3
31,61,,Miss Sharon Jones,SM,16260,1,1
31,62,79,Presenting Princess Shaw,Magn.,13113,4,10
31,63,69,Don't Blink - Robert Frank,Ghop,12637,3,3
31,64,51,Dark Horse (2016),SPC,12027,8,13
31,65,62,Money Monster,TriS,12005,14,12
31,66,46,Zootopia,BV,11054,24,22
31,67,60,The Man Who Knew Infinity,IFC,10797,6,14
31,68,,Into the Forest,A24,9995,15,1
31,69,50,Neighbors 2: Sorority Rising,Uni.,9120,10,11
31,70,59,Dough,Men.,8688,3,25
31,71,52,Genius,RAtt.,8111,11,8
31,72,66,Microbe & Gasoline,Scre.,8031,4,5
31,73,53,Wiener-Dog,IFC,7525,12,6
31,74,70,Range 15,TUG,6805,7,7
31,75,88,The Witness,FR,6743,2,9
31,76,58,Summertime (2016),Strand,6275,4,2
31,77,57,The Neon Demon,BG,6084,6,6
31,78,117,Nuts!,Cartuna,5720,6,6
31,79,87,The Meddler,SPC,5657,6,15
31,80,,Elevator to the Gallows (2016 re-issue),Rialto,5342,1,-
31,81,71,The Fits,Osci.,5334,5,9
31,82,73,Norman Lear: Just Another Version of You,MBox,5195,3,4
31,83,89,Zero Days,Magn.,5150,3,4
31,84,78,Under the Sun (2016),Icar.,5143,3,4
31,85,54,Seondal: The Man Who Sells the River,CJ,4863,2,3
31,86,75,"My Love, Don't Cross that River",FM,4854,6,7
31,87,100,Under the Sea 3D,WB,4475,5,390
31,88,64,High-Rise,Magn.,3665,1,12
31,89,90,Last Cab to Darwin,FRun,2983,2,8
31,90,98,De Palma,A24,2956,4,8
31,91,80,The Wailing (Goksung),WGUSA,2923,1,11
31,92,,On Meditation,KL,2459,0,1
31,93,55,For a Few Bullets,CL,2410,2,2
31,94,76,Sunset Song,Magn.,2332,4,12
31,95,68,The Seventh Fire,FM,2132,2,2
31,96,65,Equals,A24,1994,4,3
31,97,92,Dheepan,IFC,1969,3,13
31,98,77,Beta Test,Mirror,1818,1,2
31,99,97,Hubble 3D,WB,1713,3,333
31,100,107,Island of Lemurs: Madagascar (IMAX),WB,1580,3,122
31,101,81,Men Go To Battle,FM,1536,2,4
31,102,91,Saturday's Warrior,Purd.,1333,2,18
31,103,,Aferim!,BWP,1102,1,27
31,104,72,The Huntsman: Winter's War,Uni.,1095,2,15
31,105,99,The Boss,Uni.,1030,3,17
31,106,125,Kaili Blues,Ghop,1028,1,8
